ID,VendorID,FormatID,PrintTypeID,ModelTypeID,Name,ColorsCount,ColorsString,RollSupport,PartNumber,NoBorder,Added,Updated,Description,UserUpdated,FavCartrigeIDs,Barcode,ProfileID,IdentOID,IdentValue,Photo,Firmware
966,3,1,5,2,iPF8000S,0,,ЛОЖЬ,1255B005,ЛОЖЬ,20-авг-09,19-май-17,,,1:621;2:617;3:622;4:625;14:624;15:626;35:616;30:620;31:618;39:627;34:623;37:619;13:1057,,0,,,,
967,3,1,5,2,iPF810,0,,ЛОЖЬ,2982B003,ЛОЖЬ,20-авг-09,19-май-17,,,1:648;2:646;3:647;4:649;35:650;13:1057,,0,,,,
968,3,1,5,2,iPF820,0,,ЛОЖЬ,3116B002,ЛОЖЬ,20-авг-09,19-май-17,,,1:648;2:646;3:647;4:649;35:650;13:1057,,0,,,,
969,3,1,5,2,iPF9000S,0,,ЛОЖЬ,2162B003,ЛОЖЬ,20-авг-09,19-май-17,,,1:621;2:617;3:622;4:625;14:624;15:626;35:616;30:620;31:618;39:627;34:623;37:619;13:1057,,0,,,,
970,3,1,5,2,iPF9100,0,,ЛОЖЬ,2164B003,ЛОЖЬ,20-авг-09,19-май-17,,,1:621;2:617;3:622;4:625;14:624;15:626;35:616;30:620;31:618;39:627;34:623;37:619;13:1057,,0,,,,
971,3,3,5,2,LP17,0,,ЛОЖЬ,2483B001,ЛОЖЬ,20-авг-09,19-май-17,,,1:643;2:644;3:642;4:641;35:640;13:1057,,0,,,,
972,5,1,5,2,Stylus Pro 11880,0,,ЛОЖЬ,C11C679001A0,ИСТИНА,20-авг-09,20-авг-09,,,,,,,,,
973,5,1,5,2,Stylus Pro GS6000,0,,ЛОЖЬ,C11CA01001A0,ИСТИНА,20-авг-09,20-авг-09,,,,,,,,,
974,5,1,5,2,Stylus Pro 9900,0,,ЛОЖЬ,C11CA11001A0,ИСТИНА,20-авг-09,20-авг-09,,,,,,,,,
975,5,1,5,2,Stylus Pro 9450,0,,ЛОЖЬ,C11C699011A0,ИСТИНА,20-авг-09,20-авг-09,,,,,,,,,
976,5,1,5,2,Stylus Pro 9880,0,,ЛОЖЬ,C11C699001A0,ИСТИНА,20-авг-09,09-авг-16,,,,,21,1.3.6.1.2.1.25.3.2.1.3.1,EPSON Stylus Pro 9880,,
977,5,2,5,2,Stylus Pro 7880,0,,ЛОЖЬ,C11C700001A0,ИСТИНА,21-авг-09,21-авг-09,,,,,,,,,
978,5,2,5,2,Stylus Pro 7900,0,,ЛОЖЬ,C11CA12001A0,ИСТИНА,21-авг-09,21-авг-09,,,,,,,,,
979,5,2,5,2,Stylus Pro 7450,0,,ЛОЖЬ,C11C700011A0,ИСТИНА,21-авг-09,21-авг-09,,,,,,,,,
980,5,3,5,2,Stylus Pro 3800,0,,ЛОЖЬ,C11C635021A1,ИСТИНА,21-авг-09,21-авг-09,,,,,,,,,
981,5,3,5,2,Stylus Pro 4450,0,,ЛОЖЬ,C11CA00011A0,ИСТИНА,21-авг-09,09-авг-16,,,2:715;3:717;4:716;36:718,,19,1.3.6.1.2.1.25.3.2.1.3.1,EPSON Stylus Pro 4450,,
982,5,3,5,2,Stylus Pro 4880,0,,ЛОЖЬ,C11CA00001A0,ИСТИНА,21-авг-09,09-авг-16,,,2:724;3:726;4:725;14:727;15:728;35:730;30:729;31:731;6:29,,20,1.3.6.1.2.1.25.3.2.1.3.1,EPSON Stylus Pro 4880,,
983,5,5,4,1,AcuLaser C2800N,0,,ЛОЖЬ,C11CA09001BZ,ЛОЖЬ,21-авг-09,09-авг-16,,,1:764;2:763;3:761;4:766;28:964;29:963,,13,1.3.6.1.2.1.25.3.2.1.3.1,EPSON AL-C2800,,
984,5,5,4,1,AcuLaser C3800N,0,,ЛОЖЬ,C11C648001BZ,ЛОЖЬ,21-авг-09,09-авг-16,,,1:757;2:759;3:760;4:758;28:964;29:963,,15,1.3.6.1.2.1.25.3.2.1.3.1,EPSON AL-C3800,,
985,5,5,4,1,AcuLaser C4200DN,0,,ЛОЖЬ,C11C600001BY,ЛОЖЬ,21-авг-09,09-авг-16,,,1:753;2:755;3:754;4:756;20:752;28:1035;29:1036,,16,1.3.6.1.2.1.25.3.2.1.3.1,EPSON AL-C4200,,
986,5,4,4,1,AcuLaser C9200N,0,,ЛОЖЬ,C11CA15011BZ,ЛОЖЬ,21-авг-09,06-июл-11,,,1:748;2:751;3:749;4:750;16:747;17:745;18:854;19:746;6:1037,,,,,,
987,5,4,4,1,AcuLaser C8600,0,,ЛОЖЬ,C11C457011BW,ЛОЖЬ,21-авг-09,07-июл-11,,,1:769;2:743;3:742;4:741;20:744;6:968,,,,,,
988,5,5,5,5,Stylus Photo TX659,0,,ЛОЖЬ,C11CA51331,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
989,5,5,5,5,Stylus Office TX300F,0,,ЛОЖЬ,C11CA17321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
990,5,5,5,5,Stylus Office TX510FN,0,,ЛОЖЬ,C11CA49321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
991,5,5,5,5,Stylus Photo TX650,0,,ЛОЖЬ,C11CA51321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
992,5,5,5,5,Stylus TX400,0,,ЛОЖЬ,C11CA20321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
993,5,5,5,5,Stylus TX550W,0,,ЛОЖЬ,C11CA48321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
994,5,5,5,5,Stylus ТX210,0,,ЛОЖЬ,C11CA47321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
995,5,5,5,5,Stylus ТX219,0,,ЛОЖЬ,C11CA47331,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
996,5,5,5,5,Stylus ТX410,0,,ЛОЖЬ,C11CA44321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
997,5,5,5,5,Stylus ТX419,0,,ЛОЖЬ,C11CA44331,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
998,5,5,5,5,Stylus Office TX600FW,0,,ЛОЖЬ,C11CA18321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
999,5,5,5,5,Stylus Photo TX700W,0,,ЛОЖЬ,C11CA30321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
1000,5,5,5,5,Stylus Photo TX800FW,0,,ЛОЖЬ,C11CA29321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
1001,5,5,5,5,Stylus TX106,0,,ЛОЖЬ,C11CA25321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
1002,5,5,5,5,Stylus TX109,0,,ЛОЖЬ,C11CA25331,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
1003,5,5,5,5,Stylus TX117,0,,ЛОЖЬ,C11CA46321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
1004,5,5,5,5,Stylus TX119,0,,ЛОЖЬ,C11CA46331,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
1005,5,5,5,5,Stylus TX209,0,,ЛОЖЬ,C11CA21331,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
1006,5,5,5,5,Stylus ТX200,0,,ЛОЖЬ,C11CA21321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
1007,5,5,5,5,Stylus ТX409,0,,ЛОЖЬ,C11CA20331,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
1008,5,5,5,5,Stylus CX9300F,0,,ЛОЖЬ,C11C696321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
1009,5,5,5,5,Stylus CX4300,0,,ЛОЖЬ,C11C688321,ЛОЖЬ,24-авг-09,24-авг-09,,,,,,,,,
1010,5,5,5,5,Stylus Photo RX610,0,,ЛОЖЬ,C11C693321,ИСТИНА,24-авг-09,24-авг-09,,,,,,,,,
1011,5,5,5,5,Stylus Photo RX690,0,,ЛОЖЬ,C11C686321,ИСТИНА,24-авг-09,24-авг-09,,,,,,,,,
1012,5,5,5,5,Stylus Photo RX615,0,,ЛОЖЬ,C11C693331,ИСТИНА,24-авг-09,24-авг-09,,,,,,,,,
1013,6,5,4,5,Phaser 6110MFP,0,,ЛОЖЬ,6110MFP-3,ЛОЖЬ,26-авг-09,17-сен-16,,,1:796;2:797;3:798;4:799;20:857;6:1015,,98,1.3.6.1.4.1.236.11.5.1.1.1.1.0,Phaser 6110,,
1014,6,5,4,1,Phaser 6125,0,,ЛОЖЬ,6125V/WN,ЛОЖЬ,26-авг-09,31-авг-16,,,1:800;2:801;3:803;4:802;28:1591;29:1586,,0,,,,
1015,6,5,4,1,Phaser 6130,0,,ЛОЖЬ,6130V_WN,ЛОЖЬ,26-авг-09,31-авг-16,,,1:815;2:812;3:814;4:813;28:1591;29:1586,,0,,,,
1016,6,5,4,1,Phaser 6280,0,,ЛОЖЬ,,ЛОЖЬ,26-авг-09,01-июл-11,,,1:819;2:818;3:817;4:816,,,,,,
1017,6,5,4,1,Phaser 6360,0,,ЛОЖЬ,6360V/DA,ЛОЖЬ,26-авг-09,01-июл-11,,,1:804;2:806;3:810;4:808;20:973,,,,,,
1018,6,5,4,1,Phaser 8560,0,,ЛОЖЬ,8560_AWN,ЛОЖЬ,26-авг-09,01-июл-11,,,1:824;2:826;3:828;4:827,,,,,,
1019,6,5,8,1,Phaser 8860DN,0,,ЛОЖЬ,8860_AWDN,ЛОЖЬ,26-авг-09,09-фев-17,,,1:1021;2:1018;3:1020;4:1019,,0,,,,
1020,6,4,4,1,Phaser 7400DX,0,,ЛОЖЬ,7400V_DNZ,ЛОЖЬ,26-авг-09,18-сен-16,,,1:833;2:834;3:836;4:835;16:856;17:974;18:976;19:975;29:1022;6:855,,88,1.3.6.1.4.1.253.8.53.3.2.1.2.1,Phaser 7400DX,,PS 4.2.0
1021,6,4,4,1,Phaser 7760,0,,ЛОЖЬ,7760V/Z,ЛОЖЬ,26-авг-09,01-июл-11,,,1:829;2:830;3:832;4:831;20:977;6:978,,,,,,
1022,6,5,1,5,Phaser 3100MFP/S,0,,ЛОЖЬ,3100MFPV/S,ЛОЖЬ,26-авг-09,01-июл-11,,,1:840,,,,,,
1023,6,5,1,5,Phaser 3100MFP/X,0,,ЛОЖЬ,3100MFP/X,ЛОЖЬ,26-авг-09,01-июл-11,,,1:840,,,,,,
1024,6,5,1,5,Phaser 3300MFP/X,0,,ЛОЖЬ,3300MFPV/XD,ЛОЖЬ,26-авг-09,13-фев-18,,,1:842,,81,1.3.6.1.2.1.25.3.2.1.3.1,Xerox Phaser 3300MFP,,
1025,6,5,1,5,WorkCentre 3210,0,,ЛОЖЬ,3210V/N,ЛОЖЬ,26-авг-09,24-ноя-16,,,1:844,,100,1.3.6.1.2.1.25.3.2.1.3.1,Xerox WorkCentre 3210,,
1026,6,5,1,5,WorkCentre 3220,0,,ЛОЖЬ,3220V/DN,ЛОЖЬ,26-авг-09,17-сен-16,,,1:844,,81,1.3.6.1.4.1.236.11.5.1.1.1.1.0,WorkCentre 3220,,
1027,6,4,1,5,WorkCentre 5016,0,,ЛОЖЬ,100S12720MVB,ЛОЖЬ,26-авг-09,01-июл-11,,,1:847;16:1024,,,,,,
1028,6,4,1,5,WorkCentre 5020,0,,ЛОЖЬ,100S12655KLB,ЛОЖЬ,26-авг-09,17-сен-16,,,1:847;16:1024,,91,1.3.6.1.2.1.43.5.1.1.16.1,WorkCentre 5020/DN,,
1029,6,4,1,5,WorkCentre 5222,0,,ЛОЖЬ,,ЛОЖЬ,26-авг-09,09-авг-16,,,1:846;16:970,,92,1.3.6.1.2.1.43.5.1.1.16.1,WorkCentre 5222,,
1030,6,4,1,5,WorkCentre 5225,0,,ЛОЖЬ,,ЛОЖЬ,26-авг-09,29-ноя-16,,,1:1423;16:971,,105,1.3.6.1.2.1.1.1.0,Xerox WorkCentre 5225;*,,
1031,6,4,1,5,WorkCentre 5230,0,,ЛОЖЬ,,ЛОЖЬ,26-авг-09,09-авг-16,,,1:1423;16:971,,92,1.3.6.1.2.1.25.3.2.1.3.1,Xerox WorkCentre 5230*,,
1032,1,1,5,2,"DesignJet 5500 42""",0,,ЛОЖЬ,Q1251A,ЛОЖЬ,27-авг-09,01-июл-11,,,1:848;2:849;3:851;4:850;14:852;15:853;7:930;8:931;9:933;10:932;11:934;12:935,,,,,,
1033,1,2,5,2,"DesignJet Z2100 24""",0,,ЛОЖЬ,Q6675A,ЛОЖЬ,30-авг-09,30-авг-09,,,,,,,,,
1034,1,2,5,2,"DesignJet Z2100 GP 24""",0,,ЛОЖЬ,Q6675B,ЛОЖЬ,30-авг-09,30-авг-09,,,,,,,,,
1035,1,1,5,2,"DesignJet Z2100 44""",0,,ЛОЖЬ,Q6677A,ЛОЖЬ,30-авг-09,30-авг-09,,,,,,,,,
1036,1,2,5,2,"DesignJet Z3200 24""",0,,ЛОЖЬ,Q6718A,ЛОЖЬ,30-авг-09,30-авг-09,,,,,,,,,
1037,1,2,5,2,"DesignJet Z3200ps 24""",0,,ЛОЖЬ,Q6720A,ЛОЖЬ,30-авг-09,30-авг-09,,,,,,,,,
1038,1,1,5,2,"DesignJet Z3200 44""",0,,ЛОЖЬ,Q6719A,ЛОЖЬ,30-авг-09,30-авг-09,,,,,,,,,
1039,1,1,5,2,"DesignJet Z3200ps 44""",0,,ЛОЖЬ,Q6721A,ЛОЖЬ,30-авг-09,30-авг-09,,,,,,,,,
1040,1,1,5,2,"DesignJet Z6100 42""",0,,ЛОЖЬ,Q6651A,ЛОЖЬ,30-авг-09,30-авг-09,,,,,,,,,
1041,1,1,5,2,"DesignJet Z6100ps 42""",0,,ЛОЖЬ,Q6653A,ЛОЖЬ,30-авг-09,30-авг-09,,,,,,,,,
1042,1,1,5,2,"DesignJet Z6100 60""",0,,ЛОЖЬ,Q6652A,ЛОЖЬ,30-авг-09,30-авг-09,,,,,,,,,
1043,1,1,5,2,"DesignJet Z6100ps 60""",0,,ЛОЖЬ,Q6654A,ЛОЖЬ,30-авг-09,30-авг-09,,,,,,,,,
1044,1,2,5,2,"DesignJet T1120 24""",0,,ЛОЖЬ,CK837A,ЛОЖЬ,30-авг-09,15-июл-20,,,45:2265;44:2263;43:2264;14:2266;12:3231;17:2262,,39,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,CK837A,,20100127
1045,1,2,5,2,"DesignJet T1120ps 24""",0,,ЛОЖЬ,CK838A,ЛОЖЬ,30-авг-09,15-июл-20,,,45:2265;44:2263;43:2264;14:2266;12:3231;17:2262,,39,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,CK838A,,20100127
1046,1,1,5,2,"DesignJet T1120 44""",0,,ЛОЖЬ,CK839A,ЛОЖЬ,30-авг-09,15-июл-20,,,45:2265;44:2263;43:2264;14:2266;12:3231;17:2262,,39,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,CK839A,,20100127
1047,1,1,5,2,"DesignJet T1120ps 44""",0,,ЛОЖЬ,CK840A,ЛОЖЬ,30-авг-09,15-июл-20,,,45:2265;44:2263;43:2264;14:2266;12:3231;17:2262,,39,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,CK840A,,20100127
1048,1,1,5,5,"DesignJet T1120 HD mfp 44""",0,,ЛОЖЬ,CK841A,ЛОЖЬ,30-авг-09,15-июл-20,,,45:2265;44:2263;43:2264;14:2266;12:3231;17:2262,,39,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,CK841A,,
1049,1,1,5,5,"DesignJet T1120 SD mfp 44""",0,,ЛОЖЬ,CM719A,ЛОЖЬ,30-авг-09,15-июл-20,,,45:2265;44:2263;43:2264;14:2266;12:3231;17:2262,,39,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,CM719A,,
1050,1,2,5,2,"DesignJet T610 24""",0,,ЛОЖЬ,Q6711A,ЛОЖЬ,30-авг-09,08-окт-18,,,2:914;3:916;4:915;33:913;35:923;30:917,,0,,,,
1051,1,1,5,2,"DesignJet T610 44""",0,,ЛОЖЬ,Q6712A,ЛОЖЬ,30-авг-09,08-окт-18,,,2:914;3:916;4:915;33:913;35:923;30:917,,0,,,,
1052,1,1,5,2,"DesignJet 5500 60""",0,,ЛОЖЬ,Q1253A,ЛОЖЬ,30-авг-09,01-июл-11,,,1:848;2:849;3:851;4:850;14:852;15:853;7:930;8:931;9:933;10:932;11:934;12:935,,,,,,
1053,1,1,5,2,"DesignJet 5500ps 42""",0,,ЛОЖЬ,Q1252A,ЛОЖЬ,30-авг-09,08-июл-11,,,1:848;2:849;3:851;4:850;14:852;15:853;7:930;8:931;9:933;10:932;11:934;12:935,,,,,,
1054,1,1,5,2,"DesignJet 4520 42""",0,,ЛОЖЬ,CM767A,ЛОЖЬ,01-сен-09,21-авг-18,"Разрешение 2400х1200 dpi.
Память 608 Mb.
HDD 160 Гб.
Двухрулонная подача.",,1:936;2:938;3:942;4:940;7:1487;8:1488;9:1490;10:1489,,35,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,CM767A,,
1055,1,1,5,2,"DesignJet 4520ps 42""",0,,ЛОЖЬ,CM768A,ЛОЖЬ,01-сен-09,21-авг-18,"Разрешение 2400х1200 dpi.
Память 608 Mb.
HDD 160 Гб.
Двухрулонная подача.
Adobe PostScript 3.",,1:936;2:938;3:942;4:940;7:1487;8:1488;9:1490;10:1489,,35,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,CM768A,,
1056,1,1,5,2,"DesignJet 4020 42""",0,,ЛОЖЬ,CM765A,ЛОЖЬ,01-сен-09,09-июл-11,"Разрешение 2400х1200 dpi.
Память 608 Mb.
HDD 160 Гб.",,1:936;2:938;3:942;4:940;7:1487;8:1488;9:1490;10:1489,,,,,,
1057,1,1,5,2,"DesignJet 4020ps 42""",0,,ЛОЖЬ,CM766A,ЛОЖЬ,01-сен-09,09-июл-11,"Разрешение 2400х1200 dpi.
Память 608 Mb.
HDD 160 Гб.
Adobe PostScript 3.",,1:936;2:938;3:942;4:940;7:1487;8:1488;9:1490;10:1489,,,,,,
1058,1,1,5,2,"DesignJet 4500 42""",0,,ЛОЖЬ,Q1271A,ЛОЖЬ,01-сен-09,21-авг-18,"Разрешение 2400х1200 dpi.
Память 256 Mb.
HDD 40 Гб.
Двухрулонная подача.",,1:936;2:938;3:942;4:940;7:1487;8:1488;9:1490;10:1489,,35,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q1271A,,
1059,1,1,5,2,"DesignJet 4500ps 42""",0,,ЛОЖЬ,Q1272A,ЛОЖЬ,01-сен-09,21-авг-18,"Разрешение 2400х1200 dpi.
Память 256 Mb.
HDD 40 Гб.
Двухрулонная подача.
Adobe PostScript 3.",,1:936;2:938;3:942;4:940;7:1487;8:1488;9:1490;10:1489,,35,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,Q1272A,,
1060,1,2,5,2,"DesignJet 510 24""",0,,ЛОЖЬ,CH336A,ЛОЖЬ,01-сен-09,09-авг-16,,,1:949;2:42;3:48;4:47;7:3;8:4;9:6;10:5,,38,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,CH336A,,A.04.02
1061,1,1,5,2,"DesignJet 510 42""",0,,ЛОЖЬ,CH337A,ЛОЖЬ,01-сен-09,22-авг-18,,,1:949;2:42;3:48;4:47;7:3;8:4;9:6;10:5,,38,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,CH337A,,A.04.02
1062,1,2,5,2,"DesignJet 510PS 24""",0,,ЛОЖЬ,CJ996A,ЛОЖЬ,01-сен-09,09-авг-16,,,1:949;2:42;3:48;4:47;7:3;8:4;9:6;10:5,,38,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,CJ996A,,A.04.02
1063,1,1,5,2,"DesignJet 510PS 42""",0,,ЛОЖЬ,CJ997A,ЛОЖЬ,01-сен-09,09-авг-16,,,1:949;2:42;3:48;4:47;7:3;8:4;9:6;10:5,,38,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,CJ997A,,A.04.02
1064,1,2,5,2,DesignJet 110 Plus,0,,ЛОЖЬ,C7796D,ЛОЖЬ,01-сен-09,01-июл-11,,,1:49;2:346;3:347;4:345;7:3;8:4;9:6;10:5,,,,,,
1065,1,2,5,2,DesignJet 110 Plus NR,0,,ЛОЖЬ,C7796E,ЛОЖЬ,01-сен-09,01-июл-11,,,1:49;2:346;3:347;4:345;7:3;8:4;9:6;10:5,,,,,,
1066,1,3,5,1,DesignJet 70,0,,ЛОЖЬ,Q6655A,ЛОЖЬ,01-сен-09,01-июл-11,,,1:49;2:346;3:347;4:345;7:3;8:4;9:6;10:5,,,,,,
1067,1,1,5,2,"DesignJet 5000 42""",0,,ЛОЖЬ,C6090A,ЛОЖЬ,02-сен-09,01-июл-11,,,1:848;2:849;3:851;4:850;14:852;15:853;7:930;8:931;9:933;10:932;11:934;12:935,,,,,,
1068,1,1,5,2,"DesignJet 5000ps 42""",0,,ЛОЖЬ,C6091A,ЛОЖЬ,02-сен-09,01-июл-11,,,1:848;2:849;3:851;4:850;14:852;15:853;7:930;8:931;9:933;10:932;11:934;12:935,,,,,,
1069,1,1,5,2,"DesignJet 5000 60""",0,,ЛОЖЬ,C6095A,ЛОЖЬ,02-сен-09,01-июл-11,,,1:848;2:849;3:851;4:850;14:852;15:853;7:930;8:931;9:933;10:932;11:934;12:935,,,,,,
1070,1,1,5,2,"DesignJet 5000ps 60""",0,,ЛОЖЬ,C6096A,ЛОЖЬ,02-сен-09,01-июл-11,,,1:848;2:849;3:851;4:850;14:852;15:853;7:930;8:931;9:933;10:932;11:934;12:935,,,,,,
1071,3,5,4,1,LBP 5200,0,,ЛОЖЬ,,ЛОЖЬ,09-сен-09,20-июн-11,19 стр./мин.,,1:591;2:592;3:594;4:593;20:954,,,,,,
1072,3,4,4,1,CP-660,0,,ЛОЖЬ,,ЛОЖЬ,09-сен-09,20-июн-11,"6 копий/мин цв., 24 копии/мин ч/б",,1:364;2:361;3:363;4:362;20:956,,,,,,
1073,3,4,1,4,iR-2230,0,,ЛОЖЬ,,ЛОЖЬ,09-сен-09,24-ноя-17,22 копии/мин,,1:586;16:957,,9,1.3.6.1.4.1.1602.1.3.3.1.1.2.1.1.10.75.1.100,CanonIR2230,,
1074,3,4,1,5,iR-3570,0,,ЛОЖЬ,,ЛОЖЬ,09-сен-09,24-ноя-17,35 стр./мин ,,1:587;16:957,,0,,,,
1075,3,4,1,5,iR-4570,0,,ЛОЖЬ,,ЛОЖЬ,09-сен-09,24-ноя-17,22 стр/мин,,1:587;16:957,,9,1.3.6.1.4.1.1602.1.3.3.1.1.2.1.1.10.75.1.100,CanonIR4570,,
1076,3,4,1,4,iR-1605,0,,ЛОЖЬ,,ЛОЖЬ,09-сен-09,20-июн-11,16 копий/мин,,1:63;16:57,,,,,,
1077,3,5,1,5,iR-1230,0,,ЛОЖЬ,,ЛОЖЬ,09-сен-09,20-июн-11,12 копии/мин,,1:198;16:199,,,,,,
1078,3,5,1,5,iR-1270F,0,,ЛОЖЬ,,ЛОЖЬ,09-сен-09,20-июн-11,12 копии/мин,,1:198;16:199,,,,,,
1079,3,5,1,5,iR-1570F,0,,ЛОЖЬ,,ЛОЖЬ,09-сен-09,20-июн-11,15 копии/мин,,1:198;16:199,,,,,,
1080,3,4,1,4,NP 6320,0,,ЛОЖЬ,,ЛОЖЬ,09-сен-09,20-июн-11,20 копии/мин,,1:350;16:961,,,,,,
1081,6,5,4,1,Phaser 6120,0,,ЛОЖЬ,6120V/WN,ЛОЖЬ,12-сен-09,09-авг-16,,,1:982;2:979;3:980;4:981;20:1016,,86,1.3.6.1.4.1.253.8.53.3.2.1.2.1,Phaser 6120*,,
1082,6,5,4,5,Phaser 6115MFP,0,,ЛОЖЬ,6115MFP,ЛОЖЬ,12-сен-09,01-июл-11,,,1:982;2:979;3:980;4:981;20:1016,,,,,,
1083,6,5,4,1,Phaser 6180N,0,,ЛОЖЬ,6180V/N,ЛОЖЬ,12-сен-09,20-сен-19,,,1:986;2:988;3:990;4:992,,167,1.3.6.1.2.1.25.3.2.1.3.1,Xerox Phaser 6180N*,,
1084,6,5,4,5,Phaser 6180MFP,0,,ЛОЖЬ,6180MFPV/D,ЛОЖЬ,12-сен-09,20-сен-19,,,1:986;2:988;3:990;4:992,,167,1.3.6.1.2.1.25.3.2.1.3.1,Xerox Phaser 6180MFP*,,
1085,6,5,1,1,Phaser 3428D,0,,ЛОЖЬ,100S12455,ЛОЖЬ,12-сен-09,17-сен-16,,,1:994,,81,1.3.6.1.4.1.236.11.5.1.1.1.1.0,Phaser 3428,,
1086,6,5,1,1,Phaser 3428DN,0,,ЛОЖЬ,100S12456,ЛОЖЬ,12-сен-09,17-сен-16,,,1:994,,81,1.3.6.1.4.1.236.11.5.1.1.1.1.0,Phaser 3428,,
1087,6,4,1,4,5100,0,,ЛОЖЬ,,ЛОЖЬ,12-сен-09,05-июл-11,100 коп.А4/мин,,1:998;16:996;24:997,,,,,,
1088,6,4,1,4,5800,0,,ЛОЖЬ,,ЛОЖЬ,12-сен-09,05-июл-11,120 коп.А4/мин,,1:998;16:996;24:997,,,,,,
1089,6,4,1,4,5885,0,,ЛОЖЬ,,ЛОЖЬ,12-сен-09,05-июл-11,85 коп.А4/мин,,1:998;16:996;24:997,,,,,,
1090,6,4,1,4,5900,0,,ЛОЖЬ,,ЛОЖЬ,12-сен-09,05-июл-11,120 коп.А4/мин,,1:998;16:996;24:997,,,,,,
1091,6,4,1,4,5995,0,,ЛОЖЬ,,ЛОЖЬ,12-сен-09,05-июл-11,100 коп.А4/мин,,1:998;16:996;24:997,,,,,,
1092,6,5,1,4,5680,0,,ЛОЖЬ,,ЛОЖЬ,12-сен-09,06-июл-11,80 коп./мин,,1:1001;16:999;24:1000,,,,,,
1093,6,5,1,4,1090,0,,ЛОЖЬ,,ЛОЖЬ,12-сен-09,06-июл-11,92 коп./мин,,1:1001;16:999;24:1000,,,,,,
1094,6,5,1,4,1075,0,,ЛОЖЬ,,ЛОЖЬ,12-сен-09,06-июл-11,,,1:1001;16:999;24:1000,,,,,,
1095,3,5,5,5,Pixma MP560,0,,ЛОЖЬ,3747B009,ИСТИНА,25-сен-09,01-июл-11,,,1:602;2:604;3:606;4:605,,,,,,
1096,3,5,5,5,Pixma MP490,0,,ЛОЖЬ,3745B009,ИСТИНА,25-сен-09,29-ноя-09,,,,,,,,,
1097,3,5,5,5,Pixma MP270,0,,ЛОЖЬ,3744B009,ИСТИНА,25-сен-09,29-ноя-09,,,,,,,,,
1098,3,5,5,5,Pixma MP550,0,,ЛОЖЬ,3746B009,ИСТИНА,25-сен-09,01-июл-11,,,1:602;2:604;3:606;4:605,,,,,,
1099,3,5,5,5,Pixma MP640,0,,ЛОЖЬ,3748B009,ИСТИНА,25-сен-09,01-июл-11,,,1:602;2:604;3:606;4:605,,,,,,
1100,3,5,5,5,Pixma MP990,0,,ЛОЖЬ,3749B009,ИСТИНА,25-сен-09,01-июл-11,,,1:602;2:604;3:606;4:605,,,,,,
1101,3,5,5,5,Pixma MX860,0,,ЛОЖЬ,3301B008,ИСТИНА,25-сен-09,01-июл-11,,,1:602;2:604;3:606;4:605,,,,,,
1102,10,5,1,1,E120,0,,ЛОЖЬ,23S0110,ЛОЖЬ,25-сен-09,02-июл-11,20 стр/мин,,1:1084;16:1086,,,,,,
1103,10,5,1,1,E120d,0,,ЛОЖЬ,23S0340,ЛОЖЬ,25-сен-09,02-июл-11,20 стр/мин,,1:1084;16:1086,,,,,,
